Numero_accession,Categorie_objet,Sous_categorie_objet,Nom_objet,Type_objet,Autres_noms_objet,Artiste_artisan,Autre_artiste_artisan,Titre,Variante_titre,Fabricant,Pays_fabricant,Province_fabricant,Ville_fabricant,Date_debut_production,Date_fin_production,Periode,Materiaux,Medium,Support,Technique_fabrication,Sujet_image,Continent_origine,Pays_origine,Province_origine,Ville_origine,Ecole_style,Culture,Secteur_geo_culturel,Territoire_ancestral_correspondant,Mode_acquisition,Date_accession
2002.15.3,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,René Richard Cyr,,,,,,,1979,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.4,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Louise Portal,,,,,,,1978,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.5,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Jean-Pierre Ferland,,,,,,,1977,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.6,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Luc Plamondon,,,,,,,1988,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.7,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Gerry Boulet,,,,,,,1988,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.8,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Marjolaine Hébert,,,,,,,1984,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.9,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Michel Tremblay,,,,,,,1978,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.10,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Marcel Sabourin,,,,,,,1978,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.11,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Michèle Richard,,,,,,,1977,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.12,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Michel Tremblay,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.13,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Jean-Louis Roux,,,,,,,1977,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.14,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,"Eric Pettigrew, danseur",,,,,,,1989,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.15,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,"Jean-Pierre Mondor, danseur",,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.16,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,"Jean-Pierre Mondor, danseur",,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.17,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Manni Maquilleur,,,,,,,1984,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.18,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Gilles Gagné,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.19,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,France Castel,,,,,,,1980,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.20,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Jean-Pierre Masson,,,,,,,1978,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.21,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Jacques Fauteux,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.22,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Luc Plamondon,,,,,,,1987,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.23,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Mireille Deyglun,,,,,,,1978,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.24,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Marc Labrèche,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.25,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Jean-Claude Poitras,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.26,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Sylvain Giguère,,,,,,,1979,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.28,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Marc Drouin,,,,,,,1986,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.29,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Jacques De Montjoye,,,,,,,1979,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.30,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Claude Jutra,,,,,,,1977,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.31,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Katherine Mousseau,,,,,,,1982,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.32,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Nicole Germain,,,,,,,1978,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.33,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Yvette Brind'Amour,,,,,,,1982,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.34,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Micheline Lanctôt,,,,,,,1978,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.35,Beaux-Arts,Photographie,photographie,,,"Nantel, Yves",,Jacques Thysdale,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, québécois",,,don,2002-12-20
2002.15.36,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Austin - Angel,,,,,,,1985,XXe siècle,,épreuve argentique,papier,,scène de genre,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.37,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,1984,XXe siècle,,épreuve argentique,papier,,portrait; marine; objet,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.38,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,1984,XXe siècle,,"épreuve argentique; métal, aluminium",papier,"développé, gélatino-argentique; collé",portrait; nu,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.39,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Seaman Pack,,,,,,,1982,XXe siècle,,épreuve argentique,papier,,portrait; objet,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.40,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,,XXe siècle,,épreuve argentique,papier,,semi-abstraction; portrait,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.41,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,,XXe siècle,,épreuve argentique,papier,,semi-abstraction; portrait,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.42,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,,XXe siècle,,épreuve argentique,papier,,semi-abstraction; corps,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.43,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Body Parts,,,,,,,,XXe siècle,,épreuve argentique,papier,,semi-abstraction; corps,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.44,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Apollo's Dream,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,semi-abstraction; portrait,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.45,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,semi-abstraction; scène de genre,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.46,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.47,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.48,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.49,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Erected to Commemorate,,,,,,,1982,XXe siècle,,épreuve argentique,papier,,portrait; architecture,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.50,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,1982,XXe siècle,,épreuve argentique,papier,,portrait; nu,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.51,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,1982,XXe siècle,,épreuve argentique,papier,,portrait; nu,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.52,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,1982,XXe siècle,,épreuve argentique,papier,,portrait; histoire,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.53,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Non titré,,,,,,,1981,XXe siècle,,épreuve argentique,papier,,portrait; vue d'intérieur; objet,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.54,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Dream Cowbows - 15,,,,,,,1980,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.55,Beaux-Arts,Photographie,photographie,,,"Taylor, John C.",,Dream Cowbows - 19,,,,,,,1980,XXe siècle,,épreuve argentique,papier,,portrait,Amérique du Nord,Canada,,,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.56,Beaux-Arts,Photographie,photographie,,,Caspary,,Non titré,,,,,,,1975,XXe siècle,,épreuve argentique,papier,,portrait; nu; vue d'intérieur,,,,,art contemporain,,,,don,2002-12-20
2002.15.57,Beaux-Arts,Photographie,photographie,,,Caspary,,Non titré,,,,,,,1978,XXe siècle,,épreuve argentique,papier,,portrait; scène urbaine,,,,,art contemporain,,,,don,2002-12-20
2002.15.58,Beaux-Arts,Photographie,photographie,,,"April, Raymonde",,La Fortune,,,,,,,1994,XXe siècle,,épreuve argentique,papier,,paysage,Amérique du Nord,Canada,Québec,Montréal,art contemporain,"nord-américain, canadien",,,don,2002-12-20
2002.15.59,Beaux-Arts,Photographie,photographie,,,"Ionesco, Irina",,Non titré,,,,,,,1998,XXe siècle,,épreuve argentique,papier,,portrait,Europe,Roumanie,,,art contemporain,européen,,,don,2002-12-20
2002.15.60,Beaux-Arts,Photographie,photographie,,,"Ionesco, Irina",,Non titré,,,,,,,1998,XXe siècle,,épreuve argentique,papier,,portrait,Europe,Roumanie,,,art contemporain,européen,,,don,2002-12-20
2002.15.61,Beaux-Arts,Photographie,photographie,,,"Lorris, Paul",,Man figure :”Paradiso XXXI” 108,,,,,,,1996,XXe siècle,,épreuve argentique,papier,,semi-abstraction; portrait,,,,,art contemporain,,,,don,2002-12-20
2003.1.1,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,Road to the mountain,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,don,2003-09-26
2003.1.2,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,Habitant Country,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.3,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,The Lone Sentinel,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.4,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,"At Oakleys, Kingsbury Road",,,,,,,,XXe siècle,,fusain; crayon graphite; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.5,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,The Pioneer Home,,,,,,,,XXe siècle,,fusain,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.6,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,Brooding Hills,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.7,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,Clouds and Hills,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.8,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,Moody Morning,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.9,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,Single figure; Female study,,,,,,,,XXe siècle,,fusain,papier,dessiné,portrait,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.10,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,Blue Hills,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.11,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,Québec paysage,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.12,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,Fence and Trees,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.13,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,Winter Home,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.14,Beaux-Arts,Dessin,dessin,esquisse,,"Coburn, Frederick Simpson",,Distant Hills,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
2003.1.15,Beaux-Arts,Dessin,dessin,,,"Coburn, Frederick Simpson",,The Logger's Team,,,,,,,,XXe siècle,,fusain; crayon de couleur,papier,dessiné,paysage; animal,Amérique du Nord,Canada,Québec,Upper Melbourne,art moderne,"nord-américain, canadien",Cantons-de-l'Est,,transfert,2003-09-26
